,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,R2Campaign,Age
2213,0,3,80617.0,0,0,9.0,42,0,27
2214,2,2,5305.0,0,1,8.0,12,0,46
2215,2,4,36807.0,1,1,9.0,88,0,68
2216,2,4,28427.0,1,0,9.0,67,0,39
2217,4,5,82032.0,0,0,8.0,54,0,74
2218,2,4,22775.0,1,0,8.0,40,0,44
2219,3,4,40101.0,1,0,9.0,73,0,37
2220,2,2,58025.0,0,1,8.0,81,0,43
2221,3,3,75777.0,0,0,8.0,12,1,40
2222,0,4,7500.0,1,0,9.0,7,0,43
2223,3,2,33562.0,1,2,7.0,33,0,59
2224,4,3,57642.0,0,1,8.0,24,1,52
2225,2,4,58554.0,1,1,9.0,55,0,54
2226,2,2,63777.0,1,1,9.0,87,0,43
2227,2,3,57967.0,0,1,9.0,39,0,60
2229,2,2,24434.0,2,0,8.0,9,0,50
2230,2,3,11012.0,1,0,9.0,82,1,38
2231,3,3,44802.0,0,0,9.0,71,0,52
2232,2,3,26816.0,0,0,9.0,50,0,36
2234,2,2,34421.0,1,0,8.0,81,0,48
2235,2,2,61223.0,0,1,8.0,46,0,55
2236,4,4,64014.0,2,1,7.0,56,1,76
2237,2,1,56981.0,0,0,8.0,91,1,41
2238,3,4,69245.0,0,1,8.0,8,0,66
2239,4,2,52869.0,1,1,9.0,40,1,68
